Epoch,F1_Score,Severe_Recall
1,0.00275429193774899,1.0
2,0.00275429193774899,1.0
3,0.00275429193774899,1.0
4,0.00275429193774899,1.0
5,0.014838195724364145,0.9838709677419355
6,0.018446585023139048,0.9838709677419355
7,0.08442397943220928,0.967741935483871
8,0.12168842533888165,0.967741935483871
9,0.2127918443145794,0.9032258064516129
10,0.14396470039270987,0.967741935483871
11,0.09443626444724833,0.967741935483871
12,0.47598734818499955,0.8387096774193549
13,0.6655992668774746,0.6935483870967742
14,0.36172246519068774,0.8870967741935484
15,0.6008865560229204,0.7258064516129032
16,0.41912514237654697,0.7903225806451613
17,0.6261687764938416,0.7419354838709677
18,0.5207126199498888,0.7903225806451613
19,0.6132416647992347,0.7419354838709677
20,0.6251432238768095,0.6935483870967742
21,0.6668099841838561,0.6774193548387096
22,0.70725589845368,0.6129032258064516
23,0.7151894026826703,0.6612903225806451
24,0.6069707970469034,0.7419354838709677
25,0.7154031215775023,0.6290322580645161
26,0.6585861830389401,0.7096774193548387
27,0.6685682428425164,0.7096774193548387
28,0.7653360651364446,0.5483870967741935
29,0.7344365934689246,0.6290322580645161
30,0.771932126025994,0.5645161290322581
31,0.7621219583727417,0.5806451612903226
32,0.6543376945406518,0.7096774193548387
33,0.7078582050212503,0.5967741935483871
34,0.4821222705736435,0.7580645161290323
35,0.8246861472571709,0.5161290322580645
36,0.6884585165384945,0.5483870967741935
37,0.7586350726404424,0.5483870967741935
38,0.825824049635542,0.4838709677419355
39,0.8764949070850827,0.3064516129032258
40,0.753500353751629,0.5967741935483871
41,0.8196168310332819,0.41935483870967744
42,0.6709715967727982,0.6774193548387096
43,0.7452722349112324,0.5967741935483871
44,0.6180975463526269,0.6774193548387096
45,0.7017374529089637,0.6290322580645161
46,0.8011845877086559,0.46774193548387094
47,0.8099492617496795,0.5161290322580645
48,0.879012758233204,0.3387096774193548
49,0.7825002487818745,0.5
50,0.8847959264939568,0.25806451612903225
51,0.7704925416369908,0.6129032258064516
52,0.8177135458585576,0.4838709677419355
53,0.825495592518779,0.5161290322580645
54,0.8510878499778138,0.46774193548387094
55,0.8487524980258536,0.46774193548387094
56,0.8196861556838976,0.45161290322580644
57,0.4470364883422396,0.8387096774193549
58,0.7749062330363405,0.6129032258064516
59,0.7648915078701296,0.5483870967741935
60,0.8809180763178599,0.3064516129032258
61,0.8644258826149905,0.3870967741935484
62,0.7032155227411238,0.6290322580645161
63,0.824494925037906,0.43548387096774194
64,0.8213066031079114,0.45161290322580644
65,0.8486768080224357,0.45161290322580644
66,0.8955576251842194,0.3387096774193548
67,0.8864310779195345,0.27419354838709675
68,0.8851236338783625,0.3225806451612903
69,0.8465004620844315,0.4032258064516129
70,0.8617705100742697,0.3870967741935484
71,0.7940315307938856,0.5161290322580645
72,0.8732200969255075,0.4032258064516129
73,0.8773834329333915,0.3225806451612903
74,0.8822764227642277,0.3709677419354839
75,0.864198388029777,0.3548387096774194
76,0.913326200155599,0.24193548387096775
77,0.8392763484908216,0.45161290322580644
78,0.7380999362368225,0.5483870967741935
79,0.8091343736469985,0.532258064516129
80,0.8776750988793672,0.3548387096774194
