Epoch,F1_Score,Severe_Recall
1,0.00275429193774899,1.0
2,0.00275429193774899,1.0
3,0.00275429193774899,1.0
4,0.00519346929880319,1.0
5,0.018393521049534386,0.967741935483871
6,0.09874871999981424,0.9516129032258065
7,0.12893419569492595,0.9354838709677419
8,0.23495811086078694,0.8387096774193549
9,0.3891924009965906,0.8709677419354839
10,0.2929406719488049,0.9032258064516129
11,0.43142334989705416,0.7741935483870968
12,0.35558753196231047,0.8548387096774194
13,0.46186914983761224,0.7903225806451613
14,0.5336307646060896,0.7258064516129032
15,0.5001430786276541,0.7096774193548387
16,0.5377458287196512,0.7419354838709677
17,0.6875491206505242,0.5967741935483871
18,0.5722313417917957,0.6774193548387096
19,0.5552130036299725,0.6774193548387096
20,0.6546997276430576,0.6290322580645161
21,0.5223944459992791,0.7419354838709677
22,0.7438905674607423,0.5967741935483871
23,0.6634830013901636,0.6451612903225806
24,0.6887843707028821,0.6290322580645161
25,0.6731994581099083,0.6612903225806451
26,0.687957287937138,0.5483870967741935
27,0.7820051647926213,0.5483870967741935
28,0.6315056845753627,0.6290322580645161
29,0.7427905802033345,0.532258064516129
30,0.7302518567856006,0.532258064516129
31,0.7501664582026183,0.5161290322580645
32,0.7872922761777346,0.3870967741935484
33,0.7448120095863311,0.5967741935483871
34,0.7756685268761366,0.43548387096774194
35,0.8101739907485282,0.3709677419354839
36,0.8187351312120006,0.3870967741935484
37,0.753050570899443,0.46774193548387094
38,0.799096099986106,0.4838709677419355
39,0.8032068852263865,0.3870967741935484
40,0.725897577181752,0.46774193548387094
41,0.5834028241335045,0.7580645161290323
42,0.7864177915478001,0.43548387096774194
43,0.7705023893353624,0.4032258064516129
44,0.7855527187257401,0.45161290322580644
45,0.7734121321588443,0.4838709677419355
46,0.8136647852319167,0.2903225806451613
47,0.8250675026998526,0.3548387096774194
48,0.7944665334731207,0.41935483870967744
49,0.7493181269910821,0.5
50,0.7428595878033015,0.5161290322580645
51,0.8305057015663138,0.3225806451612903
52,0.853920139861659,0.2903225806451613
53,0.8633278648761217,0.3387096774193548
54,0.7768967446759488,0.4838709677419355
55,0.8517407986996521,0.3064516129032258
56,0.7552990223619588,0.46774193548387094
57,0.7587847877407987,0.5
58,0.8228724264570854,0.2903225806451613
59,0.8374879903747614,0.3064516129032258
60,0.6624143375372051,0.5967741935483871
61,0.7893715412994466,0.4838709677419355
62,0.8208290852613269,0.41935483870967744
63,0.7682196045039155,0.45161290322580644
64,0.8644578664922544,0.3387096774193548
65,0.8255157221771122,0.3709677419354839
66,0.7974113712648154,0.45161290322580644
67,0.8768059888483092,0.22580645161290322
68,0.777853677750847,0.41935483870967744
69,0.8619313658819207,0.3548387096774194
70,0.8884239654067936,0.25806451612903225
71,0.8827858917078993,0.27419354838709675
72,0.8401197454086337,0.3709677419354839
73,0.8369474658568029,0.27419354838709675
74,0.8081036701761456,0.3548387096774194
75,0.8315316945571811,0.3870967741935484
76,0.8701917299623111,0.3064516129032258
77,0.8783939581157748,0.27419354838709675
78,0.8810764443338093,0.3225806451612903
79,0.8663376884744997,0.3387096774193548
80,0.8885549175703447,0.20967741935483872
81,0.8772335340895746,0.3064516129032258
82,0.8512311650011662,0.41935483870967744
83,0.8175577145009167,0.4032258064516129
84,0.8253623305656396,0.3225806451612903
85,0.8395085004244972,0.3225806451612903
86,0.8450145413130139,0.3387096774193548
87,0.796978907488126,0.4032258064516129
88,0.7462568783462225,0.46774193548387094
89,0.8367813457846969,0.3225806451612903
90,0.8266602548122665,0.3548387096774194
91,0.8835185862823384,0.20967741935483872
92,0.8837054237896033,0.22580645161290322
93,0.8869584907358702,0.3225806451612903
94,0.8646810931424532,0.22580645161290322
95,0.8388855997181456,0.27419354838709675
96,0.7380785824729413,0.45161290322580644
97,0.7317039171062235,0.6129032258064516
98,0.76421380201868,0.46774193548387094
99,0.8316417785067005,0.41935483870967744
100,0.875545959460019,0.20967741935483872
101,0.8479176806862196,0.3064516129032258
102,0.8259634633170987,0.3870967741935484
103,0.8502951542081827,0.25806451612903225
104,0.9004443620325424,0.1935483870967742
105,0.8538134219031324,0.27419354838709675
106,0.8817131960637538,0.20967741935483872
107,0.8574372972239335,0.3064516129032258
108,0.8485720835762395,0.3548387096774194
109,0.8966471458909839,0.22580645161290322
110,0.8545702655131874,0.27419354838709675
111,0.9025943321227511,0.11290322580645161
112,0.8914779530786014,0.24193548387096775
113,0.9042722839513179,0.12903225806451613
114,0.8482728658536586,0.3709677419354839
115,0.8739807671731694,0.27419354838709675
116,0.8685679763013578,0.2903225806451613
117,0.8773646669273016,0.20967741935483872
118,0.7431268413312672,0.45161290322580644
119,0.7510130223027721,0.4032258064516129
120,0.8513594193704942,0.3064516129032258
121,0.8913611085797903,0.12903225806451613
122,0.8339200243702432,0.20967741935483872
123,0.8708812457241999,0.25806451612903225
124,0.8593502276951264,0.25806451612903225
125,0.8554359186946564,0.2903225806451613
126,0.8487743657943287,0.25806451612903225
127,0.8902771495201446,0.1774193548387097
128,0.8346141031115701,0.27419354838709675
129,0.8675515617581545,0.25806451612903225
130,0.8831630961697318,0.24193548387096775
131,0.8853203589577632,0.20967741935483872
132,0.8693116738942588,0.2903225806451613
133,0.8991341690328268,0.1774193548387097
134,0.9122078437005873,0.08064516129032258
135,0.8691124956656272,0.22580645161290322
136,0.6624143375372051,0.5967741935483871
137,0.6096228733587595,0.6774193548387096
138,0.8032482650928696,0.43548387096774194
139,0.8003485521771199,0.46774193548387094
