Epoch,F1_Score,Severe_Recall
1,0.011264550952647797,1.0
2,0.00275429193774899,1.0
3,0.32415120903678607,0.8548387096774194
4,0.5646688618713394,0.6612903225806451
5,0.7137897948609698,0.5806451612903226
6,0.6573365924508918,0.5806451612903226
7,0.8277041917352864,0.43548387096774194
8,0.7340722883973025,0.5161290322580645
9,0.7685533427078606,0.5
10,0.7953023561804049,0.5161290322580645
11,0.8121833771680737,0.3548387096774194
12,0.8694031330557208,0.25806451612903225
13,0.8838888078049327,0.24193548387096775
14,0.8942805335771795,0.20967741935483872
15,0.8991341690328268,0.1774193548387097
16,0.8874268147264596,0.1774193548387097
17,0.8950076694331653,0.16129032258064516
18,0.9149846703773973,0.11290322580645161
19,0.8701166375150573,0.1774193548387097
20,0.9300358562393073,0.04838709677419355
21,0.9162032087794912,0.06451612903225806
22,0.9244491828549356,0.16129032258064516
23,0.9337839353693443,0.0967741935483871
24,0.9191446555386091,0.12903225806451613
25,0.9071607678149182,0.1935483870967742
26,0.909784007648408,0.14516129032258066
27,0.912455029393666,0.1935483870967742
28,0.9118943625449003,0.11290322580645161
29,0.9260777135934365,0.12903225806451613
30,0.9230050341104815,0.14516129032258066
31,0.9234792403842027,0.0967741935483871
32,0.9286895758258314,0.16129032258064516
33,0.9231380114233707,0.0967741935483871
34,0.9323782124405792,0.12903225806451613
35,0.9056593759335398,0.12903225806451613
36,0.9244027317073171,0.14516129032258066
37,0.9184532104318036,0.12903225806451613
38,0.9198842062230106,0.16129032258064516
39,0.9332769352400523,0.11290322580645161
40,0.9285970092240102,0.06451612903225806
41,0.9068076959277922,0.1935483870967742
42,0.899624395025965,0.20967741935483872
43,0.9304878048780488,0.08064516129032258
44,0.9221955121951219,0.11290322580645161
45,0.9329705669252261,0.06451612903225806
46,0.9313218026485451,0.12903225806451613
47,0.929318186439644,0.14516129032258066
48,0.9326330980834827,0.06451612903225806
49,0.9272062981187276,0.14516129032258066
50,0.9346599171652095,0.03225806451612903
51,0.9397845923862439,0.06451612903225806
52,0.9163212682208703,0.0967741935483871
53,0.9376069608752077,0.03225806451612903
54,0.9153132379729115,0.1774193548387097
55,0.9397489592827964,0.0967741935483871
56,0.9266741239302626,0.11290322580645161
57,0.9091219860820858,0.12903225806451613
58,0.9226919600175633,0.08064516129032258
59,0.9345907903072537,0.08064516129032258
60,0.9309486926227809,0.06451612903225806
61,0.9259240150093808,0.1935483870967742
62,0.9329791794269309,0.016129032258064516
63,0.9233542434760216,0.14516129032258066
64,0.9272391133887395,0.0967741935483871
65,0.9323982883097554,0.0967741935483871
66,0.9181075532714851,0.12903225806451613
67,0.9350485511124704,0.0
68,0.9352787706253891,0.08064516129032258
69,0.9343295255737368,0.11290322580645161
70,0.9366231870035975,0.03225806451612903
71,0.9201337745565865,0.11290322580645161
72,0.90635244614513,0.12903225806451613
73,0.9336798551571424,0.03225806451612903
74,0.9343530961068891,0.04838709677419355
75,0.9373521391675843,0.08064516129032258
76,0.9304170647128537,0.03225806451612903
77,0.9313620244624163,0.04838709677419355
78,0.9273551251222153,0.1935483870967742
79,0.9280487804878049,0.04838709677419355
80,0.9404756063522096,0.06451612903225806
81,0.9368112082840552,0.016129032258064516
82,0.9313954968629125,0.03225806451612903
83,0.9341172599049492,0.0
84,0.922605801564174,0.12903225806451613
85,0.9376957134191685,0.04838709677419355
86,0.9319587793288457,0.06451612903225806
87,0.928267281581641,0.0967741935483871
88,0.9380315606257398,0.04838709677419355
89,0.9390412836137086,0.04838709677419355
90,0.9243826903030833,0.08064516129032258
91,0.9253978102024637,0.08064516129032258
92,0.935687091369277,0.04838709677419355
93,0.9262122994296367,0.0967741935483871
94,0.9362956170915092,0.03225806451612903
95,0.9272391133887395,0.0967741935483871
96,0.9317006959495917,0.016129032258064516
97,0.9372788465760387,0.03225806451612903
98,0.93361810652201,0.016129032258064516
99,0.9252456000087618,0.06451612903225806
100,0.9343331353981039,0.03225806451612903
101,0.9415552888549451,0.08064516129032258
102,0.9291273639655813,0.08064516129032258
103,0.9373602003922049,0.04838709677419355
104,0.9181075532714851,0.12903225806451613
105,0.9251866345088858,0.0967741935483871
106,0.9204772514071294,0.11290322580645161
107,0.9339843460378969,0.06451612903225806
108,0.9210975408549663,0.04838709677419355
109,0.9358533658164032,0.016129032258064516
110,0.9292970275012904,0.0967741935483871
111,0.9303285950848087,0.0967741935483871
112,0.9306987567238243,0.04838709677419355
113,0.9125706792551798,0.0967741935483871
114,0.9372788465760387,0.03225806451612903
115,0.9319587793288457,0.06451612903225806
116,0.9283798295695975,0.04838709677419355
117,0.9390412836137086,0.04838709677419355
118,0.9363135617359573,0.08064516129032258
119,0.9358733238306409,0.0967741935483871
120,0.9362956170915092,0.03225806451612903
121,0.9376992578748913,0.08064516129032258
122,0.9349868053566078,0.03225806451612903
123,0.9310693317674053,0.03225806451612903
124,0.9383677592659203,0.04838709677419355
125,0.9385926012370173,0.03225806451612903
126,0.9366901113437051,0.04838709677419355
127,0.9310693317674053,0.03225806451612903
128,0.9366593099536589,0.08064516129032258
129,0.9260777135934365,0.12903225806451613
130,0.9337839353693443,0.0967741935483871
131,0.9260749392029592,0.08064516129032258
132,0.9330268960282403,0.03225806451612903
133,0.9328765521658962,0.08064516129032258
134,0.9363135617359573,0.08064516129032258
135,0.9327442178144323,0.0967741935483871
136,0.9243826903030833,0.08064516129032258
137,0.9325770785821963,0.11290322580645161
138,0.9243400122788414,0.12903225806451613
139,0.9366593099536589,0.08064516129032258
140,0.9265544333000998,0.0967741935483871
141,0.9299400442482919,0.06451612903225806
142,0.9252456000087618,0.06451612903225806
143,0.941233231707317,0.03225806451612903
144,0.942214290762849,0.06451612903225806
145,0.9408483078700243,0.08064516129032258
146,0.9336873168590895,0.04838709677419355
147,0.9272391133887395,0.0967741935483871
148,0.9376069608752077,0.03225806451612903
149,0.9292970275012904,0.0967741935483871
150,0.9224557560668977,0.0967741935483871
151,0.9407326059106144,0.04838709677419355
152,0.9247209953137673,0.08064516129032258
153,0.9376957134191685,0.04838709677419355
154,0.9401298080953095,0.06451612903225806
155,0.9356792961855378,0.06451612903225806
156,0.9343530961068891,0.04838709677419355
157,0.9345762092985253,0.016129032258064516
158,0.9384090708188483,0.06451612903225806
159,0.9387276640760498,0.016129032258064516
160,0.9281087422492112,0.08064516129032258
161,0.9368008202437844,0.11290322580645161
162,0.9366231870035975,0.03225806451612903
163,0.9402405612593573,0.03225806451612903
164,0.9300358562393073,0.04838709677419355
165,0.936019205958384,0.06451612903225806
166,0.9378319444338551,0.0
167,0.9339843460378969,0.06451612903225806
168,0.9340064509740718,0.03225806451612903
169,0.9369238481514515,0.0967741935483871
170,0.9349346028832517,0.08064516129032258
171,0.9359682048453649,0.03225806451612903
172,0.9397931366431438,0.08064516129032258
173,0.9196503656654808,0.08064516129032258
174,0.9321503262912099,0.14516129032258066
175,0.9384081292091304,0.016129032258064516
176,0.9278579766268977,0.016129032258064516
177,0.9342568733459616,0.016129032258064516
178,0.9261765688587223,0.03225806451612903
179,0.9337839353693443,0.0967741935483871
180,0.936700065220028,0.06451612903225806
181,0.9356792961855378,0.06451612903225806
182,0.9332188019338671,0.08064516129032258
183,0.9343227697247071,0.06451612903225806
184,0.9272161895213097,0.016129032258064516
185,0.924044445722762,0.08064516129032258
186,0.9326899214504047,0.04838709677419355
187,0.9346862727491836,0.04838709677419355
188,0.9346862727491836,0.04838709677419355
189,0.9369509261455967,0.03225806451612903
190,0.9369509261455967,0.03225806451612903
191,0.9356409391702571,0.03225806451612903
192,0.9348268358018426,0.0967741935483871
193,0.9340064509740718,0.03225806451612903
194,0.9345907903072537,0.08064516129032258
195,0.9420949068777742,0.04838709677419355
196,0.9330222305113349,0.04838709677419355
197,0.9350004392975233,0.06451612903225806
198,0.929807229406654,0.08064516129032258
199,0.9323741944206556,0.03225806451612903
200,0.9359780923208543,0.0
