Model Year,Uphill or Downhill,Related to Intersection,Clock-form Direction of force,Day in Week,Race,Maneuver before collision,year,Number of lanes,Body Category,Alignment of Road,Curb Weight,Age,Traffic Conrtol Functioning,weight,Pre-event Location,Lighting Condition,Climate,Traffic Condition,Traffic Flow Situation,premovement before collision,month,Alcohol Present,Surface Type,Crash Type,height,Sex,Surface Condition,Speed Limit,Distracted in Driving
2006,4,0,340,7,1,9,2010,3,0,2,1310,44,0,73,1,5,1,0,0,14,7,0,2,6,170,2,1,89,1
2005,4,2,350,3,1,2,2010,4,0,1,1420,45,2,59,1,1,1,1,1,1,7,0,2,4,163,2,1,72,1
2008,1,2,320,4,1,1,2010,2,0,1,1430,45,2,82,1,1,1,2,1,11,7,0,2,4,173,2,1,64,2
2002,1,1,80,2,1,1,2010,4,0,1,1580,78,2,59,1,1,1,1,1,11,7,0,2,4,157,2,1,64,2
2006,1,2,260,6,1,1,2010,2,0,1,1580,49,2,98,1,1,1,1,1,1,7,0,2,4,173,2,1,64,1
2002,1,3,50,6,1,8,2010,4,0,1,1090,30,0,62,2,1,1,0,0,1,7,0,2,4,160,2,1,48,1
2010,1,2,350,4,1,2,2010,4,0,1,1670,45,2,74,1,1,1,1,1,1,7,0,2,4,173,2,1,72,1
2007,1,2,20,1,1,1,2010,6,0,1,1460,34,2,86,1,1,1,1,0,5,8,0,2,4,165,2,1,56,1
2009,1,2,340,7,1,1,2010,3,0,1,1650,47,2,84,1,1,1,1,1,1,8,0,2,4,185,1,1,64,1
2010,1,1,280,7,1,1,2010,3,0,1,1390,43,2,86,1,1,1,1,3,11,8,0,2,4,173,1,1,48,1
2008,1,2,340,1,1,1,2010,7,0,1,1050,55,2,77,1,1,1,1,0,1,8,0,2,4,160,2,1,64,1
2004,1,2,90,3,1,2,2010,2,1,3,2050,38,2,50,1,1,1,3,3,14,8,0,2,5,163,2,1,48,1
2003,4,1,0,7,1,1,2010,3,0,1,1420,76,2,66,1,3,1,1,1,1,10,0,2,4,168,2,1,64,2
2002,1,2,10,5,1,1,2010,4,2,1,1820,38,2,68,1,4,1,1,1,11,10,0,2,4,157,2,1,64,1
2009,4,2,320,3,1,2,2010,3,0,3,1210,34,2,79,1,3,1,1,1,14,10,0,2,4,157,2,1,56,2
2008,1,2,0,4,1,2,2010,2,0,1,1160,31,2,75,1,5,1,1,0,1,10,0,2,1,168,2,1,48,2
2003,1,0,20,1,1,1,2010,4,1,1,1980,26,0,47,2,2,1,0,2,15,11,0,2,5,160,1,1,105,2
2009,2,2,20,4,1,1,2010,6,0,1,1430,43,2,118,1,1,1,1,0,11,11,0,2,4,160,2,1,56,1
2004,1,0,0,5,1,3,2010,4,0,1,1160,24,0,64,1,1,1,0,1,1,12,0,2,1,175,2,1,72,2
2005,1,2,20,2,1,1,2010,4,1,1,2370,33,0,113,1,1,1,0,1,1,12,0,2,4,180,1,1,64,1
2003,2,2,0,2,1,3,2010,5,1,1,1950,16,2,59,1,1,1,1,1,1,12,0,2,1,168,2,1,64,1
2006,2,2,20,1,1,1,2010,1,0,1,1500,30,2,122,1,1,1,1,1,11,12,0,2,4,193,1,1,72,1
2003,1,2,320,6,1,1,2010,3,0,1,1240,33,2,86,1,3,1,1,1,11,12,0,2,4,175,2,5,64,1
2007,1,0,0,7,1,1,2010,2,0,1,1410,26,0,84,1,1,1,0,0,1,1,0,2,1,168,1,1,89,2
2006,1,0,180,7,1,1,2010,2,0,1,1710,36,0,86,1,1,1,0,0,2,1,0,2,1,170,2,1,89,1
2006,2,0,30,4,1,6,2010,2,3,3,3010,48,0,91,2,1,1,0,0,14,1,1,2,6,175,1,1,40,1
2003,4,0,350,4,1,7,2010,2,1,1,2140,69,2,75,1,1,1,6,0,1,1,0,2,6,175,2,1,40,1
2007,1,2,350,2,1,1,2010,5,0,1,1410,51,0,79,1,1,8,0,0,1,1,0,2,4,178,1,2,72,1
2001,4,0,350,1,1,3,2010,2,3,2,1870,24,2,82,2,1,4,6,0,14,2,0,2,2,183,1,2,64,2
2009,2,0,0,1,1,2,2010,2,0,3,1760,61,2,73,1,1,4,6,0,14,2,0,2,2,175,1,2,64,1
2009,1,2,320,5,1,2,2010,2,3,1,2470,32,2,91,1,1,1,2,0,1,2,0,2,4,173,2,1,40,1
2002,1,2,0,7,1,2,2010,5,3,1,1670,54,0,91,1,3,2,0,0,1,2,0,2,4,173,1,2,56,1
2006,4,0,170,4,1,1,2010,2,1,1,1760,16,2,68,1,1,1,8,1,5,3,0,2,1,173,2,1,64,1
2004,1,2,50,1,1,1,2010,5,0,1,1420,17,0,61,1,3,1,0,0,11,3,0,2,4,152,2,1,72,1
2001,1,2,350,5,1,9,2010,6,0,1,1390,24,2,50,1,1,1,1,0,1,4,0,2,4,157,2,1,64,1
2006,1,2,0,4,1,1,2010,5,3,1,2240,38,2,78,1,3,1,1,0,1,4,0,2,1,175,1,1,56,2
2009,1,0,0,4,1,6,2010,5,2,2,2270,36,0,102,1,1,1,0,0,14,4,0,2,2,180,1,1,72,1
2001,4,2,40,4,1,10,2010,6,3,1,1960,68,2,83,1,1,1,1,0,11,4,0,2,4,178,1,1,72,2
2008,2,2,340,4,1,8,2010,6,0,1,1620,57,2,104,1,1,1,1,0,15,4,0,2,4,173,2,1,72,1
2005,1,0,220,1,1,1,2010,2,3,1,1750,62,0,78,1,1,1,0,0,11,4,1,2,4,160,2,1,105,1
2006,1,0,10,1,1,8,2010,2,3,1,1970,63,0,91,1,1,1,0,0,6,4,0,2,4,170,1,1,105,1
2006,1,0,0,3,1,1,2010,2,0,2,1260,25,0,91,2,1,1,0,0,14,5,0,2,6,185,1,1,56,2
2001,1,2,40,3,1,2,2010,5,3,1,2770,22,0,73,1,1,1,0,0,11,5,0,2,4,178,1,1,56,2
2010,1,2,350,3,1,1,2010,5,0,1,1900,71,0,91,1,1,1,0,0,1,5,0,2,4,163,2,1,56,1
2004,1,2,0,4,1,1,2010,5,3,1,2060,59,2,106,1,1,1,1,0,1,6,0,2,1,160,2,1,56,2
2004,2,0,160,2,1,7,2010,2,3,1,2220,36,0,136,1,1,1,0,3,2,6,0,2,1,191,1,1,105,1
2002,1,2,10,6,1,1,2010,5,0,1,1070,21,2,57,1,1,1,1,0,1,7,0,2,4,165,2,1,48,2
2008,1,3,10,4,1,1,2010,5,3,1,2480,55,0,84,1,1,1,0,0,11,7,0,2,4,165,2,1,56,2
2001,1,3,340,4,1,1,2010,5,0,1,1140,19,0,73,1,1,1,0,0,1,7,0,2,4,157,2,1,56,1
2006,1,2,290,2,5,1,2010,2,0,1,1210,20,2,59,1,1,1,2,0,10,8,0,2,4,170,2,1,40,1
2001,1,2,350,2,1,12,2010,4,0,1,1580,48,0,73,2,1,1,0,0,1,8,0,2,4,163,2,1,56,1
2005,1,0,10,5,1,6,2010,2,3,3,3010,38,2,91,2,1,1,6,0,14,8,0,2,6,178,1,1,89,1
2003,1,2,310,6,1,1,2010,2,0,1,1380,18,2,54,1,1,1,2,0,1,8,0,2,4,163,2,1,56,2
2002,1,2,50,3,1,1,2010,5,0,1,1210,18,2,67,1,3,1,1,0,11,8,0,2,4,157,2,1,56,2
2004,2,0,0,5,1,1,2010,3,1,2,1960,78,0,57,2,1,1,0,0,14,9,0,2,2,166,2,1,56,2
2001,1,2,60,2,1,10,2010,5,3,1,1780,25,2,62,1,5,8,1,0,11,10,0,2,4,157,2,1,56,2
2006,4,0,170,6,1,1,2010,5,0,1,1200,86,0,61,1,1,8,0,0,5,10,0,2,1,160,2,1,72,1
2003,1,2,290,7,1,2,2010,3,0,1,1450,38,2,84,1,3,1,1,0,11,11,0,2,4,183,1,1,24,1
2010,1,2,340,7,1,2,2010,5,3,1,2470,43,2,134,1,3,1,1,0,1,12,0,2,4,198,1,1,40,2
2007,1,2,10,7,1,6,2010,3,0,1,1500,53,2,95,1,1,1,1,1,1,1,0,2,4,163,2,1,64,1
2001,1,2,0,6,1,2,2010,3,0,1,1560,74,2,104,1,3,8,1,3,1,1,0,2,1,165,2,1,105,2
2004,1,2,20,5,1,3,2010,5,0,1,1470,53,0,68,1,1,1,0,0,1,1,0,2,4,163,2,1,56,1
2007,1,3,150,3,1,1,2010,2,3,1,2650,43,0,127,1,1,1,0,1,2,1,0,2,1,178,1,1,72,1
2005,2,2,0,5,1,1,2010,2,0,1,1460,45,2,70,1,1,1,1,3,1,1,0,2,1,168,2,1,72,2
2006,1,3,30,2,1,1,2010,2,0,1,1300,19,2,64,2,1,1,5,0,10,2,0,2,4,160,2,1,56,2
2001,1,0,340,7,1,1,2010,5,1,1,1850,67,0,122,1,1,2,0,0,1,2,0,2,2,173,1,2,89,1
2007,1,2,330,4,1,2,2010,5,1,1,1770,38,2,59,1,3,1,1,0,1,2,0,2,4,163,2,1,56,1
2009,1,0,0,1,1,6,2010,2,3,1,3400,32,0,75,1,1,1,0,0,1,3,0,2,1,173,1,2,105,2
2008,1,2,0,2,1,6,2010,2,0,1,1870,46,0,89,3,1,1,0,0,1,3,0,2,4,178,1,1,40,2
2008,1,3,300,7,1,1,2010,2,0,1,1530,50,2,66,1,3,1,5,1,11,4,0,2,4,157,2,1,56,1
2004,1,3,0,7,1,9,2010,5,0,1,1200,29,0,50,1,1,1,0,0,1,4,0,2,1,155,2,1,64,1
2006,1,2,20,7,1,1,2010,5,0,1,1480,67,2,77,1,1,1,2,0,1,5,0,2,4,160,2,1,40,2
2006,1,2,290,7,1,2,2010,2,0,1,1860,44,0,64,1,1,1,0,1,1,5,0,2,4,175,2,1,40,1
2010,1,2,180,5,1,1,2010,5,1,1,1770,83,2,72,1,1,1,1,1,5,5,0,2,1,160,2,1,64,1
2006,1,2,330,4,1,1,2010,4,0,1,1260,21,2,82,1,1,1,2,0,11,6,0,2,4,183,1,1,72,2
2007,1,2,20,4,1,2,2010,6,0,1,1520,23,0,91,1,1,1,0,0,1,6,0,2,4,178,1,1,89,1
2004,1,2,40,6,1,1,2010,5,1,1,2340,28,2,104,1,3,1,1,0,11,5,0,2,4,168,2,1,56,2
2008,1,0,0,2,1,2,2010,5,3,1,3420,37,0,86,1,1,1,0,0,1,6,0,2,1,185,1,1,56,2
2003,1,2,30,7,1,1,2010,5,0,1,1460,19,2,68,1,1,1,1,0,1,5,0,2,4,175,1,1,56,1
2001,2,2,30,2,1,1,2010,4,3,1,2040,77,2,93,1,1,1,1,0,1,6,0,2,4,178,1,1,72,1
2009,1,2,340,1,1,1,2010,5,0,1,1100,44,2,86,1,1,1,1,0,1,7,0,2,4,170,1,1,56,2
2008,1,2,50,7,1,1,2010,2,3,1,1800,27,2,98,1,1,1,2,0,1,8,1,2,4,178,1,1,40,2
2004,1,0,0,6,1,2,2010,2,1,1,2070,43,0,92,1,1,1,0,1,1,8,0,2,1,175,2,1,56,1
2004,1,0,90,4,1,1,2010,2,3,1,2370,41,0,68,1,2,1,0,1,1,9,0,2,1,173,2,1,121,1
2006,4,2,0,2,1,2,2010,4,0,1,2040,26,2,46,1,3,1,1,1,1,9,0,2,1,157,2,1,56,1
2007,4,2,180,2,1,1,2010,4,3,1,1710,17,2,95,1,3,1,1,1,5,9,0,2,1,173,1,1,56,1
2009,1,2,320,5,1,1,2010,2,2,1,2040,72,2,77,1,1,1,2,0,11,10,0,2,4,155,2,1,40,2
2002,1,2,140,5,1,3,2010,2,0,1,1140,23,2,68,1,1,1,1,1,1,11,0,2,4,163,2,1,72,1
2009,1,2,0,1,1,2,2010,5,0,1,1260,25,2,118,1,1,1,1,0,1,11,0,2,1,191,1,1,89,2
2008,1,2,50,3,1,1,2010,5,3,1,2390,31,2,88,1,1,1,1,0,11,11,0,2,4,193,1,1,89,2
2010,1,2,0,3,1,8,2010,5,0,1,1960,40,2,64,1,1,1,1,0,1,11,0,2,4,157,2,1,89,1
2003,1,2,90,7,1,1,2010,2,3,1,2680,27,2,61,1,4,1,2,0,1,12,0,2,4,160,2,1,80,2
2008,1,2,0,6,1,2,2010,6,2,1,1990,87,2,64,1,1,1,1,0,1,12,0,2,1,157,2,1,64,2
2007,1,2,320,4,1,1,2010,2,0,1,1310,57,1,91,1,1,1,2,0,1,12,0,2,4,170,2,1,80,2
2001,1,2,30,7,1,1,2010,5,1,1,1880,25,2,77,1,3,1,1,0,11,1,0,2,4,173,1,1,56,1
2005,1,2,300,2,1,9,2010,7,0,1,1470,59,0,52,1,1,1,0,0,1,2,0,2,4,157,2,1,56,1
2007,1,3,340,4,3,1,2010,5,0,1,1300,26,0,79,1,1,1,0,0,1,3,0,2,4,170,1,1,56,1
2006,1,2,310,5,3,2,2010,5,0,1,1490,46,2,56,1,1,1,1,0,1,3,0,2,4,157,1,1,56,1
2009,1,2,350,7,1,3,2010,7,0,1,1270,17,2,61,1,1,1,1,0,1,3,0,2,4,170,1,1,56,2
2009,1,0,350,3,1,1,2010,4,0,1,1200,62,0,83,1,1,1,0,0,1,4,0,2,6,170,1,1,56,1
2001,1,2,30,3,1,1,2010,7,2,1,1830,47,2,77,1,1,1,1,0,11,4,0,2,4,160,2,1,64,2
2009,1,0,340,5,3,2,2010,5,0,1,1260,36,0,73,1,3,1,0,0,1,4,0,2,6,173,1,2,56,1
2007,1,3,20,2,3,1,2010,5,0,1,1580,53,0,64,1,1,8,0,0,1,5,0,2,4,157,2,1,56,1
2008,1,3,350,6,1,1,2010,5,0,1,1610,54,0,68,1,1,1,0,0,1,5,0,2,4,163,2,1,56,1
2005,1,2,20,5,1,2,2010,5,1,1,2000,37,2,118,1,1,1,1,0,1,5,0,2,4,165,1,1,72,1
2005,1,2,40,1,1,1,2010,7,0,1,1460,19,2,64,1,1,1,1,0,11,6,0,2,4,173,1,1,56,1
2007,1,2,340,1,1,1,2010,7,0,1,1310,57,2,100,1,1,1,1,0,1,6,0,2,4,173,1,1,56,1
2001,1,2,330,1,1,1,2010,7,0,1,1340,47,0,68,1,1,1,0,0,1,6,0,2,4,170,1,1,56,1
2010,1,2,350,6,1,2,2010,7,0,1,1240,19,0,66,1,1,1,0,0,15,7,0,2,4,168,1,1,72,1
2004,1,2,30,1,1,1,2010,7,1,1,2290,40,2,95,1,3,1,1,0,11,7,1,2,4,185,1,1,56,1
2007,1,2,0,3,1,3,2010,7,0,1,1180,23,2,73,1,1,1,1,0,1,7,0,2,4,175,1,1,56,1
2001,1,2,340,6,1,7,2010,7,1,1,1850,28,2,54,1,1,1,1,0,1,7,0,2,4,168,2,1,56,1
2005,1,0,260,3,1,1,2010,5,1,1,1690,36,0,82,1,3,1,0,0,1,8,0,2,5,180,2,1,64,1
2005,1,2,260,2,1,1,2010,2,0,1,1910,34,2,50,1,1,1,1,0,1,8,0,2,4,165,2,1,48,1
2005,1,2,20,2,1,8,2010,5,1,1,2050,47,2,73,2,1,1,1,0,1,8,0,2,4,157,2,1,56,1
2007,1,1,0,1,1,9,2010,2,0,1,1050,25,2,52,1,1,1,6,1,1,8,0,1,5,155,2,1,105,1
2008,1,0,0,1,1,1,2010,7,2,1,2320,41,0,82,1,3,1,0,0,5,9,0,2,2,170,1,1,56,1
2008,1,2,0,6,1,1,2010,5,0,3,1610,37,2,57,1,3,1,1,0,14,9,0,2,1,165,2,1,56,2
2006,1,2,180,6,1,1,2010,5,0,3,1690,39,2,82,1,3,1,1,0,5,9,0,2,1,175,1,1,56,1
2001,1,2,0,5,1,2,2010,5,0,1,1450,29,2,52,1,3,1,1,0,1,9,0,2,1,155,2,1,56,1
2002,1,2,20,1,1,1,2010,5,3,1,2110,46,2,57,1,3,1,1,0,11,10,0,2,4,155,2,1,56,1
2007,1,0,350,4,1,7,2010,5,1,1,1880,48,0,50,2,1,1,0,0,1,11,0,2,2,157,2,1,56,1
2004,1,0,0,5,1,9,2010,5,0,1,1840,70,0,82,1,1,1,0,0,1,11,0,2,1,163,2,1,56,2
2007,1,2,350,2,1,1,2010,5,1,1,2180,50,2,86,1,3,1,1,0,1,11,0,2,2,173,2,1,56,1
2004,4,2,330,5,1,1,2010,3,3,1,1970,33,2,84,1,1,1,1,1,1,11,0,2,4,163,1,1,64,1
2005,1,2,330,3,1,7,2010,2,1,1,2050,23,2,66,1,3,1,2,1,11,12,0,2,4,165,2,1,64,1
2008,1,2,340,5,1,1,2010,5,0,1,1810,22,2,85,1,3,1,1,0,1,12,0,2,4,191,1,1,56,1
2003,1,2,350,2,1,1,2010,7,1,1,2350,50,2,59,1,3,1,1,0,1,12,0,2,4,157,2,1,56,1
2006,1,2,310,4,1,1,2010,2,0,1,1160,36,2,73,1,5,1,1,1,1,1,0,2,4,180,1,1,40,1
2001,4,2,330,5,1,10,2010,3,0,3,1160,37,2,59,1,1,2,1,0,11,1,0,2,4,152,2,2,40,1
2001,1,3,0,3,1,8,2010,5,1,1,1920,25,0,64,1,1,1,0,0,1,2,0,2,1,163,2,1,56,2
2005,1,2,340,1,1,2,2010,2,0,1,1210,27,2,68,1,3,8,1,1,1,2,0,2,4,165,2,1,56,1
2009,2,2,0,7,1,1,2010,3,0,1,1260,27,2,70,1,1,1,1,1,1,4,0,2,1,170,1,1,56,2
2002,4,3,20,3,1,8,2010,5,0,1,1520,26,0,66,2,5,1,0,0,1,4,0,2,4,163,2,1,56,1
2010,2,2,30,6,1,1,2010,3,1,1,1640,57,0,79,1,1,8,0,0,1,6,0,2,4,175,1,1,56,1
2003,4,3,190,1,1,1,2010,2,0,1,1220,55,0,83,1,1,1,0,0,5,6,0,2,1,163,2,1,56,1
2004,1,0,330,6,1,1,2010,5,0,1,1100,30,0,54,1,1,1,0,0,1,7,0,2,6,152,2,1,48,1
2004,1,2,340,7,1,9,2010,5,0,1,1210,37,2,68,1,1,1,1,0,1,7,0,2,4,180,1,1,48,1
2008,1,2,180,6,1,1,2010,2,0,3,1400,17,0,141,1,1,1,0,0,2,7,0,2,1,173,2,1,80,1
2010,2,2,310,5,1,12,2010,2,0,1,1240,58,2,86,1,3,1,2,0,11,8,0,2,4,180,1,1,56,1
2002,4,2,20,5,2,2,2010,2,0,1,1420,30,0,54,1,3,1,0,0,1,8,0,2,4,165,2,1,56,1
2004,4,2,50,3,1,1,2010,3,0,1,1470,61,2,98,1,1,1,1,0,1,8,0,2,4,163,2,1,56,1
2003,1,2,340,3,2,10,2010,3,1,3,2220,44,2,91,1,1,2,2,0,14,8,0,2,4,163,2,2,48,1
2007,1,2,30,3,1,1,2010,3,0,1,1480,30,2,48,1,1,2,2,0,11,8,0,2,4,152,2,2,48,1
2001,1,2,80,6,1,1,2010,3,0,1,1450,85,2,81,1,1,1,1,1,11,9,0,2,4,178,1,1,64,1
2001,4,0,20,1,1,1,2010,5,0,2,1390,27,0,93,2,5,1,0,0,14,9,1,2,2,188,1,1,64,2
2009,2,0,340,1,1,9,2010,5,1,1,1850,58,0,100,4,5,1,0,0,1,9,0,2,2,178,1,1,64,1
2007,1,2,40,3,3,1,2010,5,0,1,1310,58,2,57,1,3,2,1,0,11,1,0,2,4,170,2,2,56,2
2007,4,2,180,1,3,1,2010,4,0,1,1190,24,2,64,1,3,2,1,0,5,2,0,2,1,168,1,2,48,1
2005,1,0,0,5,1,1,2010,2,0,1,1580,41,0,104,2,1,1,0,0,1,2,0,2,2,168,1,1,32,2
2004,2,2,20,7,2,1,2010,2,0,1,1410,76,2,86,1,3,2,1,0,1,2,0,1,4,168,2,2,48,1
2001,4,2,50,3,1,1,2010,3,1,3,2240,21,2,100,1,3,2,1,0,14,2,0,2,4,196,1,2,56,2
2001,1,2,180,6,4,5,2010,6,2,1,1820,45,2,61,1,1,1,1,0,5,3,0,2,1,178,1,1,48,1
2007,4,2,340,7,1,1,2010,6,1,1,2230,35,0,102,1,3,1,0,0,1,2,0,2,4,185,1,1,56,1
2001,2,2,90,7,2,12,2010,4,0,1,1560,21,2,84,1,3,1,1,0,1,3,0,2,4,185,1,1,48,1
2002,1,2,310,5,1,1,2010,2,1,1,1890,53,2,113,1,3,2,1,0,11,3,0,2,4,183,1,2,40,1
2010,1,2,0,1,2,1,2010,2,1,1,1670,43,0,82,1,1,1,0,0,6,4,0,2,1,163,2,1,40,1
2010,4,2,280,1,1,2,2010,4,0,1,1380,36,2,59,1,5,8,1,0,1,5,0,1,4,163,2,1,48,1
2007,2,2,10,1,1,1,2010,4,0,1,1640,19,2,64,1,5,8,1,0,1,5,0,2,4,163,2,1,48,1
2008,4,2,320,4,1,1,2010,2,0,1,1520,21,0,91,1,1,2,0,0,1,6,0,2,4,175,2,2,40,2
2007,4,2,20,7,1,1,2010,5,0,1,1570,55,2,90,1,1,1,1,0,1,6,0,2,4,157,2,1,48,2
2001,1,2,310,5,1,3,2010,2,0,1,1190,18,0,86,1,3,1,0,0,1,6,0,2,4,178,1,1,40,1
2007,1,2,290,5,1,9,2010,2,0,1,1660,20,2,68,1,3,1,3,0,1,7,0,1,4,183,1,1,40,2
2004,1,2,350,3,3,1,2010,5,1,1,2200,38,2,61,1,1,1,1,0,1,8,0,2,4,163,2,1,48,1
2008,1,2,320,3,2,1,2010,2,1,1,2650,29,2,77,1,1,1,2,0,11,8,0,1,4,175,1,1,72,2
2007,4,2,300,1,3,1,2010,2,0,1,1430,22,2,61,1,3,1,1,0,1,9,0,2,4,178,1,1,40,1
2003,2,2,30,3,1,1,2010,2,0,3,1430,62,0,63,1,1,2,0,0,14,10,0,2,4,163,2,2,48,1
2007,2,2,50,7,1,1,2010,5,0,1,1490,46,2,48,1,1,1,1,0,11,12,0,2,4,155,2,1,48,2
2003,4,2,350,7,1,2,2010,2,1,1,2120,30,2,68,1,1,1,1,1,1,12,0,2,4,170,2,1,48,1
2002,2,2,30,6,1,6,2010,3,0,3,1160,23,2,57,1,1,1,1,0,14,12,0,2,4,170,1,1,56,1
2004,2,0,340,5,1,7,2011,4,1,2,2050,65,0,107,2,1,1,0,0,14,1,0,2,6,183,1,1,72,1
2005,4,0,350,5,1,1,2011,4,0,1,1630,46,0,83,2,1,1,0,0,1,1,0,2,6,178,1,1,72,2
2007,1,3,30,6,1,1,2011,2,0,1,1880,86,0,80,1,1,8,0,0,11,1,0,2,4,178,1,1,72,2
2007,1,0,340,7,1,9,2011,2,0,1,1540,57,0,102,1,1,8,0,0,1,2,0,2,2,183,2,1,56,1
2004,4,0,180,6,1,1,2011,2,0,1,1200,22,0,75,1,1,1,0,0,5,2,0,2,1,157,2,1,89,1
2005,2,0,350,6,1,9,2011,2,1,3,1840,48,0,113,1,1,3,0,0,14,2,0,2,6,178,1,5,89,1
2004,1,0,190,3,1,1,2011,2,0,1,1370,47,0,61,1,1,1,0,0,2,6,0,2,1,163,2,1,72,1
2007,1,3,30,7,1,8,2011,4,0,1,1520,31,0,86,1,1,1,0,0,1,8,0,2,4,188,1,1,72,1
2006,1,0,0,4,1,2,2011,2,0,2,1270,66,0,67,1,1,1,0,0,14,12,0,2,1,168,2,1,72,2
2011,1,0,350,3,1,1,2011,2,0,1,1520,63,0,70,1,1,8,0,0,1,12,0,2,6,170,2,1,64,1
2009,1,2,20,6,1,1,2011,3,0,1,1700,58,2,79,1,3,8,1,0,11,12,0,2,4,183,1,1,64,2
2007,1,0,0,7,2,3,2011,4,0,1,1510,38,0,64,1,3,1,0,0,1,2,0,2,1,170,1,1,48,1
2003,1,0,180,6,2,1,2011,3,2,1,1940,42,0,74,1,1,1,0,2,2,2,0,2,1,157,2,1,80,1
2009,1,2,70,1,1,1,2011,2,0,1,1470,41,0,86,1,1,1,0,3,1,2,0,2,4,180,1,1,48,1
2004,1,2,50,5,2,6,2011,4,0,1,1540,63,2,64,1,3,1,1,0,1,3,0,2,4,165,2,1,48,1
2004,1,0,210,7,1,1,2011,3,0,1,1140,39,0,75,1,1,2,0,3,15,4,0,2,5,178,1,2,56,1
2005,1,2,40,5,2,2,2011,2,0,1,1920,44,2,73,1,1,8,1,0,11,6,0,2,4,157,2,1,48,1
2005,1,2,20,2,1,1,2011,2,0,1,1810,43,2,78,1,1,1,1,0,11,7,0,2,4,178,1,1,48,1
2006,3,0,0,1,2,4,2011,3,0,1,1400,28,0,75,1,3,1,0,2,1,8,0,2,1,180,1,1,80,1
2009,1,0,190,2,3,1,2011,3,1,1,1970,54,0,75,1,1,1,0,1,2,9,0,2,1,173,1,1,48,1
2011,1,0,30,6,1,1,2011,3,0,1,1200,73,0,118,2,1,1,0,2,15,10,0,2,5,175,1,1,72,1
2009,1,0,180,1,2,1,2011,2,1,1,2260,39,0,68,1,3,1,0,0,5,12,0,2,1,170,1,1,48,1
2005,4,2,0,4,1,1,2011,1,0,3,1500,66,0,108,1,3,1,0,1,14,2,0,2,4,180,2,1,56,1
2005,1,3,180,6,1,1,2011,2,0,1,1450,19,0,61,1,1,1,0,0,17,3,0,2,1,163,2,1,72,1
2003,1,0,350,6,1,9,2011,2,3,1,1880,60,0,122,1,1,1,0,0,1,4,0,2,2,188,1,1,64,1
2003,1,2,340,2,1,9,2011,2,1,3,1800,48,2,77,1,5,1,1,0,14,5,0,2,4,163,2,1,72,1
2002,1,2,340,7,2,2,2011,2,0,1,1450,20,0,73,4,1,1,0,0,1,5,0,2,4,183,1,1,56,1
2011,1,2,330,5,1,11,2011,3,1,1,1840,57,2,64,1,1,1,1,0,11,6,0,2,4,165,2,1,72,1
2010,1,2,10,6,2,2,2011,2,0,1,1440,76,0,68,1,1,1,0,0,1,7,0,2,4,185,1,1,80,1
2007,1,0,0,2,1,2,2011,4,2,3,1740,61,0,54,1,1,1,0,0,14,7,0,2,1,163,2,1,72,1
2008,1,2,30,3,1,1,2011,2,0,1,1550,84,2,88,1,1,1,2,0,1,7,0,2,4,173,1,1,40,2
2011,1,2,320,1,1,7,2011,3,0,1,1820,75,2,94,2,3,1,1,1,1,7,0,2,4,180,1,1,64,1
2011,1,2,280,2,1,1,2011,2,2,1,2030,28,2,79,1,1,1,2,0,1,8,0,2,4,180,1,1,40,2
2003,1,2,310,1,1,2,2011,2,1,1,1220,61,2,82,1,1,1,2,0,10,8,0,2,4,152,2,1,40,2
2009,1,2,350,6,1,1,2011,2,0,1,1500,24,2,50,1,1,1,1,0,1,8,0,2,4,170,2,1,56,1
2008,1,0,350,5,1,7,2011,2,0,1,1540,54,0,132,1,1,8,0,0,1,9,0,2,2,157,2,1,56,1
2004,1,0,180,2,1,1,2011,2,0,1,1460,50,0,73,1,1,1,0,0,5,10,0,2,1,163,2,1,56,1
2008,1,2,350,6,1,7,2011,5,1,2,1930,40,2,64,1,1,8,1,0,14,11,0,2,4,152,2,1,64,1
2007,1,2,20,6,2,1,2011,5,0,3,1430,67,2,77,1,1,8,1,0,11,11,0,2,4,160,2,1,64,2
2005,1,2,350,5,1,1,2011,2,0,1,1860,72,2,91,1,1,1,2,0,1,12,0,2,4,157,2,1,40,2
2011,1,2,280,2,1,1,2011,4,0,1,1630,78,2,64,1,1,1,1,0,1,12,0,2,4,152,2,1,64,2
2010,1,2,350,2,1,1,2011,2,3,1,1570,76,2,129,1,1,1,2,0,11,12,0,2,4,175,1,1,40,1
2010,1,2,50,3,2,1,2011,5,0,1,1490,41,2,91,1,3,2,1,0,11,12,0,2,4,178,1,2,80,1
2010,1,2,70,6,1,1,2011,2,0,1,1480,19,2,43,1,1,1,2,0,1,12,0,2,4,152,2,1,40,2
2007,4,0,0,2,1,1,2011,2,0,1,1440,67,0,112,2,1,1,0,0,1,1,0,2,2,170,1,1,40,2
2005,1,2,40,2,1,1,2011,4,1,1,1440,55,2,100,1,1,1,1,0,11,2,0,2,4,165,2,1,56,1
2005,1,3,20,3,1,1,2011,3,3,1,1790,35,0,88,1,1,1,0,0,11,2,0,2,4,178,1,1,56,2
2007,3,2,330,6,1,2,2011,5,1,1,2000,57,2,132,1,1,1,1,0,1,4,0,2,4,183,1,1,72,1
2004,1,2,350,5,1,3,2011,2,0,1,1430,53,0,75,1,1,1,0,0,1,5,0,2,4,173,2,1,40,1
