Model Year,Uphill or Downhill,Related to Intersection,Clock-form Direction of force,Day in Week,Race,Maneuver before collision,year,Number of lanes,Body Category,Alignment of Road,Curb Weight,Age,Traffic Conrtol Functioning,weight,Pre-event Location,Lighting Condition,Climate,Traffic Condition,Traffic Flow Situation,premovement before collision,month,Alcohol Present,Surface Type,Crash Type,height,Sex,Surface Condition,Speed Limit,Distracted in Driving
2018,1,2,0,1,3,9,2018,2,3,1,2007,59,0,45,1,2,1,0,4,1,11,0,2,1,152,2,1,56,1
1996,1,0,350,4,1,4,2018,2,0,1,1045,23,0,68,1,1,1,0,2,1,12,0,2,1,180,1,1,105,2
2015,1,0,180,4,1,1,2018,2,1,1,1560,24,0,50,1,1,1,0,2,2,12,0,2,1,170,2,1,105,1
2006,2,2,310,5,1,9,2018,2,0,1,1490,35,2,82,1,1,8,2,4,11,12,0,2,4,188,1,1,56,1
2005,1,2,0,5,2,4,2018,3,1,1,1792,19,2,64,2,3,1,1,1,1,12,0,2,4,168,2,1,48,1
2006,1,0,20,3,1,7,2018,2,1,1,1792,68,0,136,2,1,1,0,2,1,7,0,2,1,173,1,1,129,2
2014,1,0,210,3,1,1,2018,2,2,1,2050,70,0,76,1,1,1,0,2,2,7,0,2,1,175,1,1,129,1
2003,1,0,350,1,1,1,2018,2,1,2,1480,19,0,54,1,1,1,0,4,14,8,0,2,2,170,2,1,89,1
2013,2,0,0,4,5,1,2018,2,0,1,1304,20,0,92,1,1,1,0,2,1,8,0,2,1,185,1,1,80,2
1995,1,3,230,6,1,1,2018,5,0,1,1166,80,0,58,7,1,1,0,5,11,12,0,2,4,166,2,1,80,2
2003,4,2,0,6,1,2,2018,4,0,1,1225,25,2,84,1,3,1,1,1,1,1,0,2,4,170,1,1,56,1
2013,4,2,350,6,1,1,2018,2,0,3,1407,20,2,59,1,1,1,2,4,5,2,0,2,4,165,2,1,56,1
2000,1,3,350,3,1,1,2018,2,0,1,1518,16,0,86,1,1,8,0,4,1,3,0,2,4,183,1,1,40,1
2016,1,3,330,4,1,4,2018,3,1,1,1782,69,0,103,4,1,1,0,5,1,3,0,2,4,183,1,1,56,1
2002,1,2,350,7,1,2,2018,3,1,1,2228,67,2,172,1,1,1,1,3,1,6,0,2,4,183,1,1,40,1
2012,1,2,290,6,1,2,2018,2,1,1,1782,80,2,102,2,1,1,2,4,1,4,0,2,4,160,2,1,80,2
2003,1,2,30,6,1,2,2018,2,1,1,2579,45,0,127,1,1,1,0,4,1,4,0,2,4,163,2,1,72,1
2014,1,2,20,6,1,1,2018,2,1,1,1629,40,2,92,1,1,1,1,1,1,6,0,2,4,168,2,1,72,1
2000,2,2,310,6,1,1,2018,2,3,1,1398,18,2,82,1,1,8,2,4,1,6,0,2,4,183,1,2,56,1
2018,4,2,20,6,1,3,2018,5,1,1,1979,22,0,70,2,1,8,0,4,1,6,0,2,4,175,1,2,56,1
2017,1,2,50,5,1,1,2018,4,0,1,1131,81,0,66,1,1,5,0,4,1,7,0,2,4,160,2,1,56,1
2016,1,2,180,5,2,1,2018,3,0,1,1272,28,2,78,1,1,1,1,1,5,7,0,2,1,168,5,1,56,1
1999,1,2,350,2,1,8,2018,4,1,1,1398,35,2,48,1,1,1,1,1,1,8,0,2,4,163,2,1,56,1
2005,1,0,260,1,1,1,2018,5,1,1,1496,18,0,86,2,3,1,0,5,15,8,0,2,5,178,1,1,56,2
2002,1,0,70,1,1,1,2018,5,0,1,1459,20,0,98,1,3,1,0,5,1,8,0,2,5,157,2,1,56,2
2018,1,0,0,3,1,2,2018,2,3,2,2130,70,0,100,1,1,8,0,1,1,8,0,2,1,175,1,1,72,2
2012,1,2,30,5,1,1,2018,3,0,1,1648,31,2,72,1,1,1,1,3,1,9,0,2,4,170,2,1,40,1
2018,1,2,330,1,1,2,2018,4,0,1,1542,61,0,118,1,1,8,0,4,1,9,0,2,4,170,1,1,129,1
2016,1,2,80,5,1,1,2018,2,0,1,1287,51,0,117,1,1,8,0,4,1,9,0,2,4,167,2,1,40,2
2011,1,2,50,3,1,1,2018,6,0,1,1225,16,2,58,1,1,1,1,4,11,10,0,2,4,173,1,1,40,2
2005,1,2,330,3,1,4,2018,5,2,1,1810,24,2,159,2,1,1,1,1,1,10,0,2,4,183,1,1,40,1
2014,1,2,190,2,1,1,2018,2,3,1,2575,64,2,113,1,3,8,2,4,5,10,0,2,1,178,1,1,56,1
2004,1,2,10,2,1,2,2018,3,1,1,2404,27,0,75,1,1,1,0,4,1,10,0,2,4,157,2,1,40,1
2015,1,2,80,3,1,1,2018,5,0,1,1554,45,0,113,1,1,8,0,5,11,11,0,2,4,193,1,1,56,1
2009,1,2,40,7,1,1,2018,4,0,1,1630,19,0,59,1,3,8,0,4,1,11,0,2,4,170,4,2,56,2
2018,1,2,60,2,1,1,2018,3,3,1,2236,22,2,104,1,1,1,1,4,1,11,0,2,4,188,1,1,56,2
2005,1,2,330,2,1,2,2018,6,1,1,2014,20,2,73,1,1,1,1,4,1,11,0,2,4,163,2,1,56,1
2011,1,4,350,5,1,1,2018,2,1,3,1604,64,0,91,3,1,1,0,2,11,11,0,2,4,163,2,1,24,1
1986,1,2,340,6,1,2,2018,5,1,1,1547,64,2,96,1,1,10,1,4,11,11,0,2,4,173,1,2,56,1
2000,1,2,60,2,1,1,2018,4,3,1,2160,65,0,95,1,3,1,0,4,11,12,0,2,4,183,1,1,56,2
2013,1,2,50,1,1,10,2018,5,0,1,1554,88,2,64,1,1,1,1,4,1,12,0,2,4,163,2,1,56,2
2018,1,2,330,1,1,1,2018,2,1,1,1580,79,2,100,1,1,1,1,4,11,12,0,2,4,185,1,1,56,1
2018,1,2,330,6,1,1,2018,2,1,1,2515,19,0,77,1,3,1,0,4,1,12,0,2,4,157,2,1,40,1
2011,1,0,180,6,1,1,2018,2,1,1,1609,47,0,59,1,2,1,0,2,2,12,0,2,1,157,2,1,105,1
2008,1,2,50,5,1,1,2018,2,1,1,1948,27,0,75,1,2,1,0,4,1,12,0,2,4,165,2,1,80,1
2003,2,2,10,2,1,1,2018,4,0,1,1389,33,2,52,2,1,8,1,1,1,7,0,2,2,160,2,1,72,2
2017,1,2,350,2,1,1,2018,4,1,1,2408,46,2,82,1,1,8,1,1,5,7,0,2,2,173,1,1,72,1
2010,1,2,350,4,1,1,2018,2,0,1,1490,16,2,66,1,1,8,2,4,1,8,0,2,4,152,2,1,40,2
2014,1,2,40,3,1,3,2018,4,2,1,2067,69,0,91,2,1,1,0,3,1,8,0,2,4,188,1,1,105,1
2004,1,2,180,5,1,1,2018,2,1,1,2165,78,2,73,1,3,2,2,4,2,11,0,2,1,185,1,2,89,1
2018,1,2,20,3,1,8,2018,2,0,1,975,56,0,145,6,2,1,0,1,1,11,0,2,4,193,1,1,105,2
2017,1,2,200,3,1,9,2018,2,3,2,2130,47,2,84,1,2,1,2,4,10,11,0,2,4,178,1,1,105,1
2008,4,2,40,3,1,1,2018,4,0,1,1429,78,2,86,1,1,1,1,1,1,12,0,2,4,165,1,1,72,2
2012,2,2,300,3,1,1,2018,2,0,3,1441,48,2,77,1,1,1,1,4,3,12,0,2,4,160,2,1,64,1
1991,1,2,0,2,1,4,2018,3,3,1,1744,64,2,118,1,1,2,1,1,1,12,0,2,1,178,1,2,72,1
2007,1,2,180,2,2,2,2018,3,0,1,1455,43,2,64,1,1,2,1,1,2,12,0,2,1,165,2,2,72,1
2001,1,2,70,1,3,1,2018,2,2,1,1748,36,2,75,1,1,1,1,4,1,1,0,2,4,168,1,1,48,2
2012,1,2,340,1,1,8,2018,3,0,1,1237,19,2,57,1,1,1,1,1,1,1,0,2,4,170,2,1,48,1
2009,1,0,0,7,1,2,2018,2,0,1,1225,27,0,68,1,1,1,0,4,1,1,0,2,1,165,2,4,48,1
2011,1,2,50,5,1,1,2018,4,0,1,1334,67,2,99,1,1,1,1,4,11,1,0,2,4,158,2,1,48,2
1998,1,2,340,5,1,2,2018,4,1,1,2066,59,2,86,1,1,1,1,4,1,1,0,2,4,188,1,1,48,1
2002,1,2,350,6,1,2,2018,5,0,1,1531,25,0,125,1,1,1,0,5,1,1,0,2,1,170,1,1,48,1
2015,1,2,320,2,1,1,2018,2,1,1,1640,66,2,92,1,1,8,1,3,1,3,0,2,4,185,1,1,48,1
2007,1,2,350,7,1,7,2018,2,0,1,1569,40,0,46,1,1,1,0,4,1,3,0,2,4,158,2,1,48,1
2004,1,2,320,5,1,2,2018,3,3,1,1594,61,2,91,1,3,1,1,4,11,3,0,2,4,170,1,1,32,1
2017,1,2,40,5,1,3,2018,4,0,1,1834,40,2,68,1,3,1,1,4,1,3,0,2,4,175,2,1,48,1
2018,1,2,60,3,1,2,2018,2,0,1,1250,20,2,109,1,1,2,1,4,1,4,0,2,4,198,1,2,48,2
2011,1,2,330,3,1,1,2018,2,0,1,1614,23,2,104,1,1,2,1,3,1,4,0,2,4,184,1,2,48,1
2010,1,0,330,2,1,2,2018,6,0,1,1380,56,0,110,1,1,8,0,4,1,4,0,2,5,173,2,1,64,1
2008,1,0,290,7,1,2,2018,6,0,1,1335,22,0,90,1,1,1,0,4,1,5,0,2,5,165,2,1,48,1
2015,1,2,0,4,1,4,2018,4,0,1,1610,53,0,98,1,1,2,0,4,1,5,0,2,4,165,2,2,64,1
2000,1,2,340,7,1,2,2018,4,0,1,1515,23,0,82,1,2,1,0,1,1,11,0,2,4,165,2,1,64,1
2015,1,2,50,3,1,1,2018,6,1,1,1669,69,2,54,2,1,1,1,5,11,11,0,2,4,157,2,1,48,1
1993,1,2,40,5,1,9,2018,5,3,1,1798,21,2,73,1,3,2,1,1,11,12,0,2,4,183,1,2,72,1
2008,1,2,340,5,1,3,2018,6,3,1,2129,68,2,101,1,3,2,1,1,1,12,0,2,4,173,1,2,72,1
2005,2,2,290,5,1,4,2018,2,0,1,1408,19,2,100,1,1,8,2,4,1,1,0,2,4,175,1,1,40,1
2009,1,2,20,5,1,3,2018,2,0,1,1886,22,0,63,1,1,8,0,4,1,1,0,2,4,170,2,1,40,1
2002,4,2,340,4,1,2,2018,2,0,1,1485,64,0,98,1,1,2,0,4,1,4,0,2,4,165,2,2,105,1
2016,1,2,70,4,1,1,2018,2,1,1,1860,55,2,68,1,1,2,2,4,1,4,0,2,4,168,2,2,72,2
2012,3,0,350,6,1,2,2018,2,3,1,2397,35,0,73,1,1,1,0,4,1,5,0,2,6,183,1,1,64,1
2012,1,2,50,4,1,1,2018,2,0,1,1170,61,0,61,1,1,8,0,4,1,5,0,2,4,163,2,1,80,1
2002,1,2,320,4,1,2,2018,2,3,1,2579,17,1,68,1,1,8,2,4,1,5,0,2,4,178,1,1,80,1
2009,1,3,200,2,1,1,2018,2,1,1,2014,58,0,65,1,1,1,0,4,11,5,0,2,1,167,2,1,89,1
2007,1,3,10,2,1,1,2018,2,0,1,1680,33,0,54,1,1,1,0,4,1,5,0,2,1,168,2,1,89,2
2005,2,2,60,5,1,1,2018,2,3,1,1815,54,2,91,1,1,1,2,4,1,5,0,2,4,185,1,1,40,2
2011,1,2,330,5,1,1,2018,2,1,1,1706,75,0,75,1,1,1,0,4,1,5,0,2,4,157,2,1,40,1
2007,1,2,350,4,1,2,2018,2,0,1,1429,51,0,82,1,1,8,0,4,1,5,0,2,4,183,1,1,89,1
2006,1,2,0,5,1,4,2018,2,3,2,2151,69,0,75,1,1,1,0,4,14,6,0,1,1,178,1,1,89,2
2008,1,2,190,5,2,1,2018,2,0,2,1476,42,0,122,1,1,1,0,4,5,6,0,1,1,193,1,1,89,1
2003,1,2,60,5,1,2,2018,2,3,1,1917,36,2,93,1,1,1,2,4,1,6,1,2,4,180,1,1,80,2
2010,1,0,0,5,1,4,2018,2,3,1,3377,58,0,90,2,1,1,0,2,1,6,0,2,1,180,1,1,113,2
2011,1,3,170,7,1,1,2018,2,0,1,1630,17,0,59,1,2,1,0,4,2,7,0,2,1,170,2,1,89,1
2013,1,2,70,3,1,1,2018,4,0,1,1260,46,2,86,2,2,8,1,5,11,8,0,2,4,160,2,1,56,1
2015,1,0,350,4,1,4,2018,2,2,1,1940,93,2,61,1,1,2,6,2,1,8,0,2,1,178,1,2,113,1
2001,1,3,200,2,1,1,2018,5,0,1,1214,24,2,66,1,1,1,3,5,10,10,0,2,4,165,2,1,56,1
2015,1,3,10,2,1,7,2018,5,1,1,1635,76,0,73,1,1,1,0,1,1,10,0,2,4,180,1,1,56,1
2014,1,2,20,7,1,4,2018,2,1,1,2262,34,0,64,1,1,2,0,4,1,10,0,2,4,168,2,2,80,1
2011,1,2,10,6,1,2,2018,2,3,1,2397,26,0,82,1,1,2,0,4,1,10,0,2,4,180,1,2,89,1
2017,1,2,60,3,1,2,2018,2,1,1,1468,47,0,64,1,1,1,0,4,1,10,0,2,4,165,2,1,48,1
2017,1,2,60,1,1,2,2018,3,0,1,1505,48,2,107,1,3,1,1,4,1,12,0,2,4,183,1,1,56,1
2002,1,2,330,6,1,2,2018,2,1,1,1578,23,0,88,1,1,1,0,4,1,12,0,2,4,178,1,1,89,1
2003,1,2,50,6,1,1,2018,2,3,1,1961,30,2,70,1,1,1,2,4,1,12,0,2,4,180,1,1,89,1
2015,1,2,30,5,1,1,2018,2,0,1,1467,59,2,79,1,2,1,2,4,4,12,0,2,4,170,2,1,72,1
2013,2,2,300,5,1,2,2018,2,0,1,1441,71,2,109,1,2,1,2,4,4,12,0,2,4,183,1,1,56,1
2000,1,0,10,3,1,3,2018,2,0,1,1450,19,0,104,1,1,5,0,4,1,7,0,2,1,165,1,2,72,2
2016,1,0,180,3,1,1,2018,2,0,1,1535,24,0,98,1,1,5,0,4,5,7,0,2,1,165,2,2,72,1
2008,1,2,10,2,1,1,2018,3,3,1,1392,28,2,82,1,1,1,6,4,1,7,0,2,4,173,1,1,72,1
2010,1,2,310,2,1,1,2018,2,0,1,1199,36,2,122,1,1,1,2,4,11,7,0,2,4,193,1,1,72,2
2003,1,2,350,4,1,1,2018,2,2,1,1980,55,0,70,1,3,1,0,4,1,7,0,2,6,175,2,1,40,1
2018,1,1,310,3,1,2,2018,3,1,2,1978,68,2,102,1,1,1,1,1,14,7,0,2,4,187,1,1,72,2
2016,2,0,0,5,1,3,2018,2,0,1,1072,26,0,70,1,1,1,0,2,1,7,0,2,1,165,2,1,105,1
2006,1,1,330,4,1,2,2018,3,1,1,1571,56,2,84,1,1,1,1,1,11,8,0,2,4,172,2,1,72,1
2013,4,0,350,4,1,3,2018,2,1,3,2058,18,0,79,2,2,1,0,4,14,8,0,2,2,191,1,1,64,1
2014,1,2,210,6,1,1,2018,3,2,1,2108,28,2,86,2,2,2,1,1,15,10,0,2,5,160,2,2,72,1
2009,3,2,30,4,1,1,2018,4,0,1,1304,64,2,111,1,1,8,1,1,11,12,0,2,4,175,2,2,72,1
2009,4,0,0,5,1,2,2018,2,0,2,1485,46,0,77,1,1,2,0,2,14,10,0,1,1,165,2,2,89,1
2002,3,0,330,5,2,1,2019,2,0,3,1217,56,0,82,1,1,2,0,4,14,1,0,2,6,162,1,2,56,1
2016,1,2,0,5,1,2,2019,3,1,1,2035,42,2,75,2,1,8,2,4,4,2,0,2,4,160,1,1,129,1
2008,1,2,40,5,1,1,2019,5,3,1,1502,62,0,91,1,1,8,0,5,5,2,0,2,4,185,1,1,56,1
2019,1,2,30,1,1,1,2019,5,0,1,1019,19,2,61,1,1,4,1,4,11,3,0,2,4,134,2,2,56,1
2013,1,2,340,1,1,4,2019,5,0,1,1236,26,2,77,1,1,4,1,4,1,3,0,2,4,152,2,2,56,1
2015,1,0,180,3,1,1,2019,3,1,1,1713,54,0,64,1,3,1,0,2,1,2,0,2,1,152,2,1,105,1
2012,1,2,0,3,2,2,2019,3,0,1,1772,67,2,64,1,1,1,1,1,1,3,0,2,1,160,2,1,64,1
2011,1,2,20,3,2,9,2019,4,0,1,1918,30,2,118,1,1,1,1,4,11,3,0,2,4,191,1,1,56,1
2017,1,2,340,3,2,2,2019,5,0,1,1479,52,2,69,1,1,1,1,4,1,3,0,2,4,160,2,1,56,1
2002,1,2,50,4,1,1,2019,3,1,1,2099,39,0,157,1,1,8,0,5,1,4,0,2,4,170,2,1,56,1
2007,1,2,350,4,2,9,2019,3,0,1,1507,26,2,61,2,1,8,1,4,15,4,1,2,5,175,1,1,56,1
2012,1,2,350,4,1,1,2019,2,0,1,2047,26,2,54,1,1,1,2,4,11,4,0,2,4,165,2,1,56,1
2012,1,2,50,4,2,2,2019,1,0,1,1407,26,0,54,1,1,1,0,1,1,4,0,2,4,160,2,1,56,2
2013,1,2,310,4,1,4,2019,3,0,1,1420,24,2,64,1,3,1,1,4,11,5,0,2,4,165,2,1,40,1
2012,1,2,80,6,1,10,2019,5,1,2,1872,25,2,95,1,1,1,1,4,11,5,0,2,4,188,1,1,56,2
2001,1,2,350,6,2,2,2019,5,0,3,1618,45,2,91,1,1,1,1,4,14,5,0,2,4,152,1,1,56,1
2014,1,3,0,5,2,2,2019,3,1,1,1706,24,0,57,1,1,1,0,1,1,6,0,2,4,160,2,1,64,1
2011,1,1,0,6,1,2,2019,3,2,1,1990,48,0,91,1,1,1,0,2,1,6,0,2,1,182,1,1,105,1
2000,2,2,60,7,2,9,2019,2,3,1,2249,68,2,91,1,1,2,2,4,1,6,0,2,4,175,1,2,72,1
2017,1,2,350,7,1,4,2019,2,0,1,1244,45,0,91,1,1,2,0,4,1,6,0,2,4,170,1,2,89,1
2014,1,0,10,4,2,1,2019,4,0,1,1646,49,0,91,1,1,2,0,4,1,6,0,2,5,175,1,2,56,1
2018,1,0,350,3,1,9,2019,2,0,1,1433,79,0,82,1,1,1,0,4,1,6,0,2,2,173,1,1,64,1
2016,1,2,340,4,1,2,2019,3,0,1,1365,31,2,57,1,1,1,1,3,1,8,0,2,4,165,2,1,56,1
2018,1,0,0,3,2,1,2019,3,0,1,1400,45,0,75,1,3,1,0,3,1,8,0,2,1,160,2,1,105,1
2013,1,0,180,3,1,1,2019,3,0,1,1255,30,0,73,1,3,1,0,3,5,8,0,2,1,175,1,1,105,1
1989,1,0,0,6,1,2,2019,2,2,1,1981,48,0,73,1,1,1,0,4,1,8,0,2,2,178,1,1,56,1
2014,1,2,320,2,2,4,2019,2,0,1,1290,47,0,82,1,1,8,0,4,1,9,0,2,4,160,2,1,40,1
2002,1,0,0,2,2,7,2019,2,1,1,1480,28,0,79,1,1,1,0,4,1,9,0,2,2,172,2,1,40,1
2019,1,2,10,7,2,1,2019,2,0,1,1558,21,2,86,1,1,1,2,4,1,9,0,2,4,182,1,1,40,1
2004,1,2,280,7,2,1,2019,2,0,1,1207,27,0,66,1,1,1,0,4,1,9,0,2,4,163,2,1,40,1
2016,1,2,60,1,2,7,2019,2,0,1,1617,31,2,66,1,1,1,2,4,1,9,0,2,4,160,2,1,40,1
2007,1,2,20,1,1,1,2019,3,0,1,1407,26,2,82,1,1,2,1,4,1,9,0,2,4,175,1,2,56,1
2003,1,2,340,7,2,1,2019,2,0,1,1620,32,2,68,2,3,1,1,1,1,9,0,1,4,165,2,1,56,1
1997,1,3,280,3,1,1,2019,2,1,1,2466,40,0,91,1,3,1,0,4,10,10,0,2,4,180,1,1,56,2
2008,1,3,10,3,4,2,2019,2,0,1,1630,30,0,75,1,3,1,0,1,1,10,0,2,4,183,1,1,56,1
2019,1,2,290,1,1,1,2019,4,1,1,1455,31,2,54,1,1,1,1,4,1,10,0,2,4,154,2,1,56,1
2014,1,2,40,3,1,9,2019,4,2,3,2115,82,0,133,1,1,1,0,1,11,1,0,2,4,178,1,1,72,1
2012,1,2,320,3,2,2,2019,3,0,2,1580,24,0,52,1,1,1,0,1,14,1,0,2,4,180,2,1,72,1
2016,1,0,340,6,1,4,2019,2,3,1,2081,76,0,76,1,1,1,0,4,1,2,0,2,2,175,1,5,72,1
2006,1,2,330,2,1,1,2019,2,1,1,1760,68,0,73,1,1,1,0,4,1,2,0,2,4,163,2,1,56,1
2014,1,2,280,6,2,2,2019,3,0,1,1475,32,0,76,1,1,2,0,4,1,3,0,2,4,170,1,2,56,1
2016,2,0,350,6,2,4,2019,1,1,1,1792,30,0,91,3,2,2,0,1,1,3,0,2,2,178,1,2,72,1
2010,4,2,280,6,1,1,2019,2,0,1,1160,19,2,54,1,1,1,2,4,11,3,0,2,4,163,2,1,72,2
2017,1,2,10,6,2,2,2019,5,0,1,1114,20,0,98,1,1,1,0,1,1,3,0,2,4,160,2,1,72,1
2013,1,0,0,4,1,2,2019,5,0,2,1550,63,0,73,1,1,1,0,5,14,3,0,2,1,163,2,1,56,2
2015,3,2,0,4,1,3,2019,3,0,1,1310,40,0,87,1,3,1,0,4,1,3,0,2,4,180,1,1,64,1
2010,1,0,340,3,1,1,2019,2,3,1,2454,57,0,134,4,1,1,0,4,1,3,0,2,2,185,1,1,56,1
2015,2,0,190,5,2,1,2019,2,0,1,1575,50,0,84,1,1,1,0,4,2,3,0,2,1,178,1,1,72,1
2010,1,2,10,2,1,1,2019,3,0,1,1315,66,2,90,1,1,1,1,1,1,4,0,2,1,157,2,1,89,1
2014,1,2,180,2,1,1,2019,3,0,1,930,48,2,113,4,1,1,1,1,4,4,0,2,1,185,1,1,89,1
2016,1,2,280,3,1,2,2019,2,2,1,1996,36,2,84,1,1,1,2,4,1,4,0,2,4,168,2,1,56,1
2017,1,0,340,3,2,4,2019,2,0,1,1525,25,0,69,1,1,1,0,1,1,4,0,2,4,165,2,1,72,1
2012,1,0,40,6,1,1,2019,2,0,1,1437,18,0,59,1,1,2,0,4,1,4,0,2,4,163,2,2,56,1
1998,1,2,190,1,1,1,2019,3,0,1,1509,25,2,43,1,1,1,1,2,16,4,0,2,1,152,5,1,72,1
1998,1,2,80,5,1,9,2019,5,0,1,1360,65,2,125,1,1,1,1,1,11,5,0,2,4,188,1,1,64,1
2013,1,2,310,5,1,1,2019,3,0,1,1236,16,2,52,1,1,1,2,4,11,5,0,2,4,168,2,1,72,1
2015,1,2,340,5,2,1,2019,2,0,1,1825,70,2,96,1,1,1,2,4,11,5,0,2,4,170,2,1,56,1
2010,1,3,330,3,1,1,2019,6,0,1,1437,59,0,88,1,1,1,0,5,1,5,0,2,4,175,1,1,72,1
2018,1,2,30,5,2,1,2019,4,0,1,1717,24,2,78,1,5,1,1,1,11,5,0,2,4,173,1,1,72,1
2007,1,2,330,5,1,1,2019,4,1,1,1544,32,2,91,1,5,1,1,1,1,5,0,2,4,152,2,1,72,1
2016,1,2,350,7,1,4,2019,3,1,3,2155,19,2,68,1,1,1,1,1,14,6,0,2,4,178,1,1,72,1
2016,1,2,20,7,1,1,2019,4,0,3,1453,19,2,59,1,3,1,1,1,11,7,0,2,4,168,1,1,56,1
2013,1,2,340,7,2,2,2019,3,0,2,1475,59,2,76,1,3,1,1,1,14,7,0,2,4,170,2,1,56,1
2015,4,2,320,2,2,4,2019,6,0,1,1610,37,2,77,1,3,1,1,1,1,7,0,2,4,165,2,1,72,1
2005,1,2,20,5,1,1,2019,3,3,1,2495,31,2,95,1,4,1,2,1,1,7,0,2,4,183,1,1,56,2
2018,1,2,290,5,2,8,2019,4,2,1,2004,47,0,93,1,4,1,0,1,1,7,0,2,4,175,1,1,72,1
2007,1,2,300,4,2,1,2019,2,0,1,1490,16,2,73,1,1,1,2,4,11,8,0,2,4,178,1,1,64,1
1997,1,2,10,6,2,2,2019,3,3,1,1599,58,2,118,1,1,1,1,1,1,8,0,2,4,183,1,1,72,1
2012,1,2,0,6,1,1,2019,2,0,1,1265,20,2,82,1,1,1,1,1,1,8,0,2,4,175,1,1,56,1
2015,1,2,0,1,1,4,2019,2,0,1,1416,22,0,54,1,1,1,0,4,1,9,0,2,1,157,2,1,56,1
2019,1,2,10,5,2,4,2019,3,1,1,1610,34,0,71,1,1,1,0,1,1,9,0,2,4,165,2,1,72,1
2015,1,0,170,3,1,9,2019,3,0,1,1658,56,0,86,1,1,1,0,1,2,10,0,2,1,178,1,1,105,1
2010,1,2,10,4,1,2,2019,4,0,3,1500,73,2,157,1,1,1,1,1,14,10,0,2,4,173,1,1,89,1
2001,1,2,10,5,2,3,2019,3,3,2,2285,73,0,107,1,1,1,0,4,14,11,0,2,1,185,1,1,56,1
2017,1,2,310,6,2,4,2019,2,0,1,1822,38,2,104,1,2,1,2,4,1,12,0,2,4,188,1,1,56,1
2016,1,2,330,4,1,4,2019,2,1,1,1382,22,0,113,1,1,1,0,4,1,1,0,2,4,160,2,1,56,1
2017,1,2,50,3,1,3,2019,2,0,1,1785,37,2,88,1,1,1,1,1,1,1,0,2,4,168,2,1,56,1
2013,1,2,290,6,5,2,2019,3,0,1,1407,37,2,82,1,3,1,1,4,11,2,0,1,4,158,2,1,40,1
2008,1,0,0,2,1,7,2019,2,3,1,2432,23,0,68,2,1,1,0,2,1,3,0,2,1,185,1,1,113,2
2013,1,0,0,4,1,1,2019,2,1,1,2480,52,0,79,1,1,1,0,1,1,3,0,2,1,165,2,1,113,2
2005,4,2,0,2,1,1,2019,2,1,1,2003,17,2,91,1,4,1,1,1,1,3,0,1,1,160,2,1,72,2
2005,1,2,30,6,1,7,2019,2,0,1,1435,56,0,159,1,1,8,0,4,1,5,0,1,4,178,1,1,56,1
2004,1,2,0,4,5,1,2019,4,0,1,2033,21,0,91,1,1,2,0,4,1,5,0,2,4,160,2,2,72,1
2011,1,2,310,6,2,1,2019,2,0,1,1454,55,0,73,1,1,1,0,4,11,5,0,1,4,168,2,1,56,1
2007,1,2,300,5,1,1,2019,2,3,1,2377,40,0,122,1,1,1,0,4,1,5,0,2,4,188,1,1,105,1
2019,1,2,30,5,1,2,2019,2,1,1,2132,67,2,113,1,1,1,2,4,1,5,0,2,4,165,2,1,105,2
2011,1,2,290,3,5,1,2019,3,1,1,2243,32,2,107,1,1,1,1,1,11,6,0,1,4,178,1,1,40,1
2018,1,2,350,5,1,2,2019,2,3,1,2554,40,0,113,1,1,8,0,4,1,7,0,2,4,168,1,1,72,1
2006,1,2,70,7,1,1,2019,2,0,1,1569,26,2,54,1,1,1,2,4,1,7,0,1,4,166,2,1,56,1
2017,1,2,80,5,1,1,2019,2,1,1,1560,80,2,54,1,1,1,2,4,10,8,0,2,4,165,2,1,40,2
2002,1,2,340,5,2,1,2019,2,0,1,977,64,0,63,1,1,1,0,4,1,8,0,1,4,170,1,1,64,1
2015,1,2,50,1,2,2,2019,3,0,1,1416,21,2,72,1,1,1,1,1,4,9,0,2,4,175,1,1,56,1
2017,1,2,10,3,5,1,2019,3,0,1,1785,35,2,111,1,1,1,1,1,11,9,0,2,4,163,2,1,56,1
2010,1,2,0,4,1,1,2019,2,0,1,1800,71,0,68,1,1,1,0,4,1,11,0,1,4,163,2,1,56,1
2004,1,3,180,5,1,1,2019,2,0,2,1528,57,0,130,1,1,1,0,1,2,11,0,1,1,175,2,1,56,1
2018,1,2,0,3,1,2,2019,3,0,1,1275,18,2,51,1,1,1,1,4,1,11,0,2,1,163,2,1,72,2
2011,1,2,0,6,1,2,2019,3,3,1,3225,44,0,82,2,1,1,0,1,1,12,0,1,4,183,1,1,89,1
2016,1,2,10,7,1,1,2019,5,0,1,1602,57,2,70,1,1,8,1,3,1,1,0,1,5,163,2,1,72,1
2007,1,1,170,5,1,2,2019,4,1,1,2909,54,0,109,2,3,1,0,3,15,1,0,1,5,185,1,1,72,1
2018,1,0,180,5,2,1,2019,5,0,1,1610,44,0,86,1,3,1,0,3,5,2,0,1,1,175,1,1,72,1
2008,1,0,180,7,1,1,2019,3,1,1,2543,47,0,125,1,1,1,0,2,1,2,0,1,1,188,1,1,105,1
2017,4,2,10,2,1,3,2019,3,1,1,2125,50,0,75,1,3,1,0,1,1,3,0,2,4,165,2,1,80,1
2011,1,2,300,7,1,1,2019,2,0,1,1845,19,2,77,1,1,1,1,4,11,6,0,1,4,185,1,1,56,1
