Epoch,F1_Score,Severe_Recall
1,0.00275429193774899,1.0
2,0.00275429193774899,1.0
3,0.00275429193774899,1.0
4,0.00275429193774899,1.0
5,0.00519346929880319,1.0
6,0.09212185461177165,0.9516129032258065
7,0.14056170625336767,0.9354838709677419
8,0.17945485955665272,0.9193548387096774
9,0.35105344537058236,0.8225806451612904
10,0.3644608092593243,0.8548387096774194
11,0.43672232261347205,0.7419354838709677
12,0.5502637390817804,0.6451612903225806
13,0.5062379908661337,0.6451612903225806
14,0.4393515683510164,0.7258064516129032
15,0.47909348204080654,0.7419354838709677
16,0.6065734502299016,0.6129032258064516
17,0.6313007893673005,0.6451612903225806
18,0.3816657855134318,0.8387096774193549
19,0.6908271223165834,0.5645161290322581
20,0.3889674092054105,0.8064516129032258
21,0.602283035423177,0.7096774193548387
22,0.4967252047047483,0.7419354838709677
23,0.6832881125791622,0.5645161290322581
24,0.7503418404749413,0.46774193548387094
25,0.6701658517657201,0.5483870967741935
26,0.7114233584206513,0.5
27,0.6474222198102989,0.6129032258064516
28,0.7276053804391863,0.5
29,0.709055873662943,0.5645161290322581
30,0.5917847671066815,0.5645161290322581
31,0.7404461697544706,0.43548387096774194
32,0.5598480526027155,0.7258064516129032
33,0.5487258599152883,0.6935483870967742
34,0.7657206056781156,0.3870967741935484
35,0.7773784726181069,0.45161290322580644
36,0.7655402616908195,0.46774193548387094
37,0.8199453735291793,0.3870967741935484
38,0.7572344836054326,0.41935483870967744
39,0.7786967377973334,0.43548387096774194
40,0.7765788244089339,0.4032258064516129
41,0.840818046528008,0.27419354838709675
42,0.8569797078903597,0.24193548387096775
43,0.7965297684918774,0.3387096774193548
44,0.8100573524171993,0.3064516129032258
45,0.8240636455337849,0.2903225806451613
46,0.7230699653417817,0.46774193548387094
47,0.8494494275695205,0.3064516129032258
48,0.7813265086295572,0.3870967741935484
49,0.8081728528818604,0.4032258064516129
50,0.71633226352419,0.4032258064516129
51,0.7729752126593565,0.4838709677419355
52,0.8375616613351718,0.3225806451612903
53,0.8288677488423927,0.3064516129032258
54,0.8457224783783082,0.25806451612903225
55,0.8799003714823556,0.1774193548387097
56,0.7973722953304202,0.3548387096774194
57,0.8544912696865777,0.20967741935483872
58,0.8662011403539093,0.27419354838709675
59,0.7731137691187082,0.4032258064516129
60,0.8223591914220926,0.3870967741935484
61,0.8466708355792121,0.22580645161290322
62,0.7450149958773307,0.43548387096774194
63,0.8409003160361836,0.3709677419354839
64,0.8372429781852917,0.3387096774193548
65,0.8604739922212934,0.25806451612903225
66,0.7712872960248537,0.45161290322580644
67,0.8059821478053331,0.3064516129032258
68,0.830638803474938,0.25806451612903225
69,0.8567212287453894,0.25806451612903225
70,0.8912727257525603,0.22580645161290322
71,0.815635610827222,0.27419354838709675
72,0.8492550349795625,0.27419354838709675
73,0.8797238341429661,0.1935483870967742
74,0.7808142041987883,0.46774193548387094
75,0.8569485040575396,0.2903225806451613
76,0.8548661692096374,0.20967741935483872
77,0.8713183890148559,0.22580645161290322
78,0.30408662224523075,0.8225806451612904
79,0.47232052119885726,0.7096774193548387
80,0.030437853075946278,1.0
